user_id_str, id_str,followers_count,lang,location,PLSC508
241591923,451455338072793091,2336.0,en,b' #fem2 #feminist #p2',4
2272400485,453425443937325056,4114.0,en,b'USA',22
346569284,456082907409711104,68245.0,en,b'New York NY',5
1861737008,430440891757912066,352.0,en,b'',1
28103693,456116495933001729,3050.0,en,b'Seattle',108
17372783,453390324925083648,16471.0,en,b'Illinois',109
1132831700,433702783473053696,51.0,en,b'',2
182646613,430444080422592512,1387.0,en,b'',1
1935732793,443588963199385600,740.0,en,b'',4
35336511,455702054418542592,4059.0,en,b'Florida USA',142
126430767,453183730836701184,12147.0,en,b'info@foodchainworkers.org ',45
524595905,452112782209863681,1719.0,en,b'New York City',40
543655428,432912885614800896,509.0,en,b'Montr\xc3\xa9al',2
255186852,440602224260300801,1644.0,en,b'Far away from Tory Dystopia.',4
104523971,430445614082842624,2056.0,en,b'Washington DC',1
16535694,438706077144604672,25479.0,en,b'California',7
177362867,452840914491154433,6737.0,en,b'Western Washington',24
105334381,450670439077920768,32387.0,en,b'California',4
1244124979,430441484207546369,1028.0,en,b'Frederick Maryland',1
2207743761,431556665545330688,175.0,en,b'Pasadena CA',2
16698911,438479052240715776,1865.0,en,b'',2
216609343,430440088216932352,2047.0,en,b'Calgary Treaty 7',1
25037512,451732745132056576,1585.0,en,b'In a deep funk till 1/20/21',7
15205951,444122846449524737,337.0,en,b'Knox Indiana USA',9
52520517,440504450612854784,3862.0,en,b'Washington DC',5
374042586,451764767049678848,3075.0,en,b'New York NY',10
68979966,450805649689952256,1009.0,en,b'Lincoln Nebraska',15
138777111,430444213784690688,1190.0,en,b'St Louis MO',1
136096995,430441582123556865,482.0,en,b'',1
1339922203,452177354786217984,8341.0,en,b'MOTNARLAMS',15
70918926,455934952446504960,1375.0,en,b'everywhere',39
431021285,448837316849967105,878.0,en,b'Washington DC',4
18586848,453331602316083200,2474.0,en,b'#BidenKamala2020',7
413729674,430443452975689728,778.0,en,b'Napier City New Zealand',2
399126524,451438117073850369,326.0,en,b'Whittier California',4
1426814712,454753591954522112,1922.0,en,b'Bell',27
40086203,430444453346963456,1948.0,en,b'\xc3\x9cT: 29.809517-95.161942',1
633035500,430440351502188544,564.0,en,b'',1
247443079,430444718732742656,2096.0,en,b'Nashville TN',1
2155941722,430440578619146240,461.0,en,b'',1
1934787661,448128567558164480,44283.0,en,b'The Republic of New California',9
16847525,452165240499625984,13686.0,en,b'Indianapolis USA',9
20244903,444183873283706880,349.0,en,b'Pennsylvania',5
151633342,454626778984624129,4069.0,en,b'East Helena MT',27
467669838,450661213832503296,650.0,en,b'Philadelphia PA',5
567458901,454376697412866048,1815.0,en,b'St. Louis',12
20207106,439248109688725504,290.0,en,b'Schaumburg IL',12
16000856,456081504662482944,87559.0,en,b'Washington DC',103
819879486,430445595858186242,396.0,en,b'Multiple Ontario Cities',1
19808920,453707025159946240,2885.0,en,b'Follow the good not the famous',9
114823974,438367761279246336,149.0,en,b'Rhode Island',2
543507103,430454791060594688,948.0,en,b'Montgomery County MD',2
16876801,430454587225407489,362.0,en,b'Penticton British Columbia',1
40601473,455274861922103296,13097.0,en,b"Haunting the GOP's nightmares.",26
37308433,453636582084321281,1400.0,en,b'USA',47
33958290,444908769902735361,2415.0,en,b'Miami Lakeland',3
1954810116,430460437298020353,7939.0,en,b'United States of America',1
1716217832,453533325530263552,446.0,en,b'',15
1416652364,453265509035675648,10742.0,en,b'Canada',2
87347073,455798221873217536,13525.0,en,b'St. Paul MN',222
525001922,449295586211430400,2215.0,en,b'Union Construction Site',22
514991885,454063354525409280,3323.0,en,b'Connecticut - U.S.A.',12
16849637,435121931667251200,1010.0,en,b'Maitland NSW Australia.',12
410892964,430450147068481536,346.0,en,b'',1
173220058,453977690849026048,506.0,en,b'Minneapolis MN',17
1607319140,455819873223208960,297.0,en,b'',138
136422425,440677547681259520,4150.0,en,b'A Beach On Lake Huron',4
24601686,430457622811385856,876.0,en,b'Boston aka Titletown ',1
1402707229,449277969744134144,1161.0,en,b'Wisconsin and Illinois USA',16
16892534,456156786173542400,33024.0,en,b"Somewhere in Y'all-land",7
1327987770,452628603604180992,1647.0,en,b'',24
26054555,430448211636260864,6613.0,en,b'United States',1
1455389965,435903300643614720,700.0,en,b'',3
117491076,430456677435854848,2041.0,en,b'Palmetto State USA / Washington DC',1
113245242,430455459225419776,1511.0,en,b'Ashland WI',1
76296840,430452741316804608,171.0,en,b'Essex',1
36383745,446322475534929921,1129.0,en,b'New York City',6
36763383,451052812550799361,367.0,en,b'Boston MA',4
21551281,453213669208621056,4297.0,en,b'Austin TX',4
1284945566,430457612732485632,324.0,en,b'North Carolina USA',1
456213616,452139732383039488,210.0,en,b'Staten Island',17
1400690365,454012050164183041,727.0,en,b'Lynden WA',5
414962189,444122123460964352,111336.0,en,b'Correspondents everywhere',6
176474136,430448313096089600,2773.0,en,b'Milwaukee WI',1
24888201,430458421683318784,2059.0,en,b'Seattle',1
92546328,438190997559062528,2285.0,en,b'Where the fun and profits are',2
74240541,454007829314035712,727.0,en,b'Denver Colorado area',17
1205816432,430450160288944128,167.0,en,b'South Carolina USA',2
32256522,433692390923051008,17455.0,en,b'Green Bay Wisconsin',2
818095,441382182637281280,6148.0,en,b'Washington D.C.',14
70188601,436933838330400768,22013.0,en,b'Massachusetts',4
57134729,453556862223269888,1843.0,en,b'Washington DC',14
703023583,430454995239313408,157.0,en,b'Somewhere on earth...',1
384507614,448280948946108417,2753.0,en,b'',3
15839277,434973404824109056,2992.0,en,b'Here ... Now.',4
711087715,455844664461901824,1249.0,en,b'Wisconsin USA',14
93912662,448129484500504576,2843.0,en,b'The Hills of Woodstock...',3
23255171,444984284508848128,2643.0,en,b'',4
709708710,452181921695428609,3775.0,en,b'San Diego',22
48123578,456135043984134144,13823.0,en,b'United States',79
857090977,450670439014989824,16531.0,en,b'Global',6
437150341,449746840364515329,4147.0,en,b'Stamford Connecticut',60
62818871,454616442110246913,1271.0,en,b'Maryland',13
1945253761,430451551702745088,1036.0,en,b'103-61 Tyndall Ave-Winnipeg',1
1286405186,455738551096061952,174.0,en,b'New Mexico',45
268001405,430470110361300992,168.0,en,b'Maui ',4
1201551199,453549381556649985,4551.0,en,b'New York',8
134019092,447256046055067649,6970.0,en,b'San Francisco',14
1961974159,449926934961856512,141.0,en,b'Albuquerque NM',3
2314583196,437289970416373760,87.0,en,b'',21
61551243,430468587195990016,3136.0,en,b'Boston',1
41608251,442091840289144832,4543.0,en,b'Maryland',8
58539410,453980535069495296,819.0,en,b'Southeast MN',6
2178748327,456158243270561793,3991.0,en,b'',522
403815194,437290105951121408,712.0,en,b'Bi Coastal',2
28033703,452556249213972480,1027.0,en,b'Rockville MD',5
43226028,438804416041611264,345.0,en,b'New York City',3
154963990,430480950942650368,174.0,en,b'',2
377609596,430470494920273922,437492.0,en,b'East Bay California',1
7521532,430464536202993664,1062.0,en,b'Boston MA (Dorchester)',1
268563436,449045833732730880,1005.0,en,b'Beverly Hills CA',5
121237537,433361081994452992,2096.0,en,b'Madison WI',2
2242938439,456146326086877184,286.0,en,b'Minnesota',217
1894985816,430462169587916800,104.0,en,b'Americus Georgia',2
2230206113,430467708774526976,457.0,en,b'daddys house ',1
562375188,435495586469384192,1777.0,en,b'Cast Iron Skillet (Chicago)',3
1526578452,448933718036455424,8235.0,en,b'District 20',7
94480931,433247309850112000,997.0,en,b'Madison WI',2
519853673,430472878338080768,33.0,en,b'Middle Earth',1
605939552,436185727744086016,4458.0,en,b'Washington DC',3
334922110,430463482140835840,403.0,en,b'Chester',1
19873152,449001382570647553,3753.0,en,b'',20
105412863,454699992658112512,1102.0,en,b'Manhattan Beach CA',46
15984649,446616964408946689,1214.0,en,b'Queens NY',2
1855019822,440557913375924225,614.0,en,b'Western Wisconsin',8
1154588840,456117439139692545,1492.0,en,b'Dubuque IA',13
255128753,448194272102064128,2782.0,en,b'Wisconsin',4
184347093,430466820475478016,209.0,en,b'Ohio',1
15667802,455406482394075136,321023.0,en,b'',35
1725634926,445245334000648192,292.0,en,b'Nerdfighteria',4
1418835816,455430034254462976,1505.0,en,b'Istanbul-Turkey',27
414202225,430474472895041538,441.0,en,b'Wales United Kingdom',1
19569500,448572910295212032,307.0,en,b'Chico CA',6
291715984,449208860033974272,919.0,en,b'Margaritaville',9
24449870,430473636542427136,11421.0,en,b'New York City',1
100625857,454645470736838656,2135.0,en,b'New Orleans LA',3
427062600,449368917199568896,3348.0,en,b'Do or Die NY ',9
20113712,430474633813696512,139.0,en,b'',1
160411838,430466524327837696,425.0,en,b'Frankfurt/Los Angeles/Berlin',1
1301200166,430460648053407744,1531.0,en,b'Alexandria Virginia',1
130214290,453327178856660992,9324.0,en,b'Baltimore MD',22
261274640,430473991187628033,3106.0,en,b'United States',1
2164251613,430479395242123265,847.0,en,b'Wonogiri Central Java',1
813286,455390886487015424,133512965.0,en,b'Washington DC',39
363995198,430477634150350848,213.0,en,b'PA',1
21656591,451504403539705856,740.0,en,b'Chicago IL',2
472407653,453536194479935488,1686.0,en,b'South Carolina USA',15
65163890,430478201207283712,5594.0,en,b'United States',1
323430890,452449837259042816,854.0,en,b'Everywhere',3
841625407,430479188110614528,395.0,en,b'Tel Aviv \xf0\x9f\x87\xae\xf0\x9f\x87\xb1',1
37522605,451444504718225409,1146.0,en,b'Pembroke Pines FL',3
2272813632,441328997369389057,26.0,en,b'',6
27243124,436470445924433920,1643.0,en,b'Bostonian (living in suburbia)',3
801061579,430479221719580672,423.0,en,b'Manchester',1
1847079356,436197849856872449,2497.0,en,b'World Wide ',4
165600417,455310798835830784,4029.0,en,b'',17
26755519,430479638352384000,52.0,en,b'Philadelphia PA',1
308167371,440642186875400193,153.0,en,b'California',2
1085162748,430479388803866625,32.0,en,b'',1
41643441,430479563819188226,1267.0,en,b'Austin TX',1
598691262,430479263456702464,286.0,en,b'Selma AL ',1
16752451,430479056166191104,580.0,en,b'Under the bed ',1
379370688,430479446470955008,1367.0,en,b'',1
1967028319,450788192476991488,4843.0,en,b'Baltimore MD',5
464151272,434835237034418177,100.0,en,b'Universe',4
1891837543,430479361636974593,54.0,en,b'',1
2309458765,430479544810610688,334.0,en,b'',1
2171181412,454714439082573824,10606.0,en,b'Argentina',4
465723863,430479499843878912,207.0,en,b'Abuja',1
37415359,430479297993003008,824.0,en,b'',1
2287108294,430479492617084928,132.0,en,b'',1
98198307,451753750151983104,685.0,en,b'a DISTANT lover...',2
2285058866,430479544374423552,1204.0,en,b'\xe3\x82\xaf\xe3\x83\xac\xe3\x82\xbf\xe5\xb3\xb6 \xe3\x82\xaf\xe3\x83\x8e\xe3\x83\x83\xe3\x82\xbd\xe3\x82\xb9',1
556267252,433683300977098752,807.0,en,b'Houston TX',2
1946817589,439796285747372034,910.0,en,b'',3
1452647532,436312531028541441,297.0,en,b'Bakersfield Ca',3
103216375,430477649568227328,341.0,en,b'VT',1
285624977,454010484312637441,9855.0,en,b'Southern Wisconsin USA',12
589390882,430479590147231744,1411.0,en,b'Ellesmere Port',1
1700661434,436242237437906944,218.0,en,b'FL',2
889986612,454992807871397888,5783.0,en,b'',15
23944109,430477313994522624,2543.0,en,b'Madison WI',1
539558616,430479645012529153,303.0,en,b'Los Angeles CA',1
78523434,456149006054203392,10372.0,en,b'Wisconsin',42
80999143,430476840646754304,681.0,en,b'Colonia NJ',1
101190290,441848484669685760,208.0,en,b'Z\xc3\xbcrich Switzerland',5
14710051,430478616577597440,750.0,en,b'Campbell CA',1
1112486646,452134763034587136,4515.0,en,b'Texas USA',31
359747134,430479176970145793,28.0,en,b'Warshington',1
1533451302,430479342569668608,144.0,en,b'',1
50151086,454382781649256449,4598.0,en,b'',16
1474151928,430476792181182464,2142.0,en,b'\xe4\xbd\xbf\xe7\x94\xa8\xe3\x83\x87\xe3\x83\x90\xe3\x82\xa4\xe3\x82\xb9/PC/\xe9\x9f\xb3\xe9\x9f\xbf\xe6\xa9\x9f\xe5\x99\xa8\xe3\x80\x80\xe4\xbb\xa5\xe4\xb8\x8burl',1
314848033,448511777647505408,346.0,en,b'Location: Pale Blue Dot',2
1870534934,454398147360337920,353.0,en,b'Melbourne Victoria',4
393559550,445533454680068096,173.0,en,b'United States of America',5
399665589,453216244846456832,31451.0,en,b'',9
473472787,455419764845084672,15765.0,en,b'Orlando FL',35
15238195,430480730133495808,370.0,en,b'Oakland CA',1
616226013,430480048521347072,37.0,en,b'Jakarta Bandung Papua',1
88312271,445268569430192128,1989.0,en,b'Florida',12
388692731,430480520154476544,364.0,en,b'305',1
952866542,430480813453361152,55.0,en,b'',1
1402573495,430479819084558338,26.0,en,b'Indonesia',1
140762917,430480360237854720,124.0,en,b'ManadoIndonesia',1
248421948,430480079517671424,137.0,en,b'New York NY',1
792339426,453243252440043520,51.0,en,b'LekkiLagos ',5
1341968209,430480132416212992,483.0,en,b'Guayaquil Ecuador',1
33621293,430480354764275712,712.0,en,b'Miami FL',1
132503673,430480189563629568,744.0,en,b'Columbia SC',1
17188405,430480178775883776,91.0,en,b'',1
2319397547,430479672489410560,136.0,en,b'',1
15683731,430479782510227456,1825.0,en,b'Columbus OH',1
39059123,430479982029443072,6408.0,en,b'Louisville Ky',1
217991748,453952797554135041,1480.0,en,b'',3
52218480,430480534851317760,120.0,en,b'',1
874869986,455428889612128257,538.0,en,b'',4
1033710792,430479721852567554,266.0,en,b'CAIRO EGYPT AFRICA EARTH',1
919506566,430479662377345024,59.0,en,b'Klausheide Keller',1
171423212,430480218940129281,601.0,en,b'Melbourne Australia',1
522019534,430479916736335873,45.0,en,b'',1
520621902,430480769388412928,1009.0,en,b'San Diego CA like. ',1
58510754,430479958474260480,566.0,en,b'Texas USA',1
361694182,430480679822819329,138.0,en,b'Inglewood',1
326839869,453628634927230976,226.0,en,b'Louisiana',3
475344393,451444618811293699,263.0,en,b'Twin Cities.',2
2324202697,430480508829458432,679.0,en,b'DallasTX',1
48091134,456082931585646592,4816.0,en,b'Philadelphia PA',19
2277792852,433685094130143232,2553.0,en,b' Canada ',2
242492168,430479659273560065,7472.0,en,b'Montr\xc3\xa9al',1
556069953,430480504249663488,260.0,en,b'Columbus OH',1
1152616110,430479934834749442,93.0,en,b'Los Angeles California',1
1668241957,430480254445289474,34.0,en,b'',1
876914988,430480791206780928,37.0,en,b'',1
407190548,430480686005223424,915.0,en,b'Texas',1
110867430,436166179824992256,39.0,en,b'Minnesota',2
2290699947,454714202960449536,718.0,en,b'813',3
1977516883,430480731937468416,59.0,en,b'New Franklin OH',1
104236061,442348850934992896,218.0,en,b'Stone Mountain Ga ',14
2238099439,452812618798206976,838.0,en,b'',2
1511007974,430479783181312000,108.0,en,b'',1
2292586033,430480577397944321,957.0,en,b'Goa India',1
765994482,430480390051332096,628.0,en,b'Brooklyn NY',1
518592145,451772634204626944,59.0,en,b'Back in the 313 ',16
246381745,430480026015117312,953.0,en,b'216 to wherever....',1
2233189323,430481048351567873,137.0,en,b'USA',1
30007941,454668824596340736,3627.0,en,b'Atlanta Georgia',5
423542165,430480970048090112,62.0,en,b'',1
578628293,437314782052356097,1112.0,en,b'Venezuela',19
81383955,456156981833650177,444.0,en,b'Formerly Jersey',3
1537998109,450738580303118336,829.0,en,b'Minnesota USA',6
428014341,430481736313487360,59.0,en,b'Ca',1
2263737588,430480928469557248,517.0,en,b'',1
26931632,446761884201783296,2123.0,en,b'www.blogtalkradio.com/diva29',8
298685340,455300758171168768,489.0,en,b'Wisconsin',48
73355957,430481343684689920,415.0,en,b'',1
394516861,430481247521873921,348.0,en,b'Seattle',1
2242749500,451483185575370752,626.0,en,b'New York Chicago San Francisco Washington DC',20
79593368,430481914437595136,272.0,en,b'Unknown ',1
1469692104,430480980055293953,45.0,en,b'Mendekati Surga',1
220747924,441300498172633088,3497.0,en,b'Behind your screen',9
628408461,430480915618619392,551.0,en,b'Abuja Nigeria',1
937086786,430482132935663616,204.0,en,b'',1
382985071,454380533393686528,308.0,en,b'@GiftetInc',60
65539207,430480905296412672,222.0,en,b'new jersey',1
1911198578,430481637252407297,101.0,en,b'4th Dimension ',1
343091775,430481704948883456,67.0,en,b'',1
1485882079,456037099205312512,2418.0,en,b'',2
81418687,436164348365398018,144.0,en,b'somewhere in the cosmos',2
397949068,444186811980865537,1139.0,en,b'',2
88828486,430482193430102017,105.0,en,b'ProvidenceRI',1
282311572,452134132949078016,2926.0,en,b'',4
1000990088,433690075558596608,101.0,en,b'',3
453499347,433760964476141568,1544.0,en,b'Stoneville NC',2
1699611067,430480886833094656,116.0,en,b'',1
792440750,452692061406638081,676.0,en,b'Peabody MA',20
509850595,441332013245542400,280.0,en,b'JAMBI (Sumatera)',12
235714172,430481746543796224,252.0,en,b'',1
17479538,452551664478593024,9830.0,en,b'Brewers Country! ',17
104280237,444184042099847168,353.0,en,b'Kalamazoo MI',14
98033193,430481714063101952,1576.0,en,b'WORLDWIDE',1
132393355,430481895361884160,204.0,en,b'everywhere its warm',1
349076996,430482155295092737,388.0,en,b'Chicago',1
112255070,433694046507503616,62.0,en,b'Massachusetts USA',4
120307855,430481056081276928,113.0,en,b'Westport MA',1
49871367,443274927588638720,26.0,en,b'Daly City CA',3
2326136263,451445961202475008,562.0,en,b'',5
36654629,456180177630814208,312.0,en,b'Illinois USA',3
25438691,430482241416740865,282.0,en,b'Kansas City MO',1
464305886,430481096933785600,251.0,en,b'indonesia',1
104539740,430481922079588352,54.0,en,b'Florida',1
1279240448,441552506133700608,653.0,en,b'TallahasseeFl',2
171269234,430482247540424704,62.0,en,b'Cincinnati Ohio & Chicago IL',1
2147857142,430481582655537152,478.0,en,b'',1
20295978,430483007170809856,1456.0,en,b'Deming NM',1
36991113,430483959122649089,894.0,en,b'Unceded Coast Salish Territory',1
68014922,430482454131249152,76.0,en,b'Cuba',1
232366077,430484641297215488,710.0,en,b'In my Queendom',1
345391420,430482486016364544,1293.0,en,b'Philly',1
924478602,430484779138433024,198.0,en,b'Kedaton Bandar Lampung',1
26415984,451472872934887424,175.0,en,b'',4
38540429,430483902587994112,548.0,en,b'United States',1
386076196,430483911261814784,49.0,en,b'',1
487493425,446495467371626497,1320.0,en,b'Rhode Island',3
321289199,433703259648585728,100.0,en,b'Wisconsin',2
1952149758,430485256677122048,297.0,en,b'Coumbia TN USA',1
716158577,453247883744403456,282.0,en,b'Simpsonville S.C.',3
271767387,430485442601840640,226.0,en,b'Pittsburgh ',1
196156089,430485597170311169,102.0,en,b'New Jersey',1
14223333,430484670925398018,1443.0,en,b'Placitas New Mexico',1
303287178,430483539784916992,525.0,en,b'Earth',1
1068596719,433684920406650880,295.0,en,b'Kenya',2
393566271,441298972205154304,8260.0,en,b'Rio de Janeiro Brasil',3
103962014,430484783936712704,129.0,en,b'Idaho USA',1
899113801,441306153532653568,252.0,en,b'East Los Angeles CA',5
927762295,430485580347355136,462.0,en,b'Brooklyn NY',1
71114214,431264150636220416,194.0,en,b'',2
152729687,436249657707364352,176.0,en,b'Sweden',2
91768882,430484627493761024,1637.0,en,b'Georgia USA',1
178953375,430482931522355200,581.0,en,b'United States',1
549116832,430484651044392960,1009.0,en,b'USA',1
2171315682,450284812993966080,198.0,en,b'',7
261879201,440735062804295680,1447.0,en,b'Tucson',4
102229584,430484580072558592,1154.0,en,b'Las Vegas NV',1
251480518,436239206721937408,144.0,en,b'WORLD',2
425522125,430482780435529729,336.0,en,b'Syracuse NY ',1
1328431598,430482317342420993,331.0,en,b'Winchester/Winsted CT',1
950426113,454738434423144448,2704.0,en,b'',23
115843888,430483758681427968,1742.0,en,b'Florida USA',1
259894466,430484171191255040,1057.0,en,b'New York NY',1
457281041,430484682463920129,196.0,en,b'',1
344953081,449315339764260864,363.0,en,b'Boston',3
259046614,430484449533640704,46065.0,en,b'Brooklyn New York',1
260783558,430483676942839809,86.0,en,b'NY - USA',1
1380768114,451768308459532288,204.0,en,b'',12
148035397,430483679878864896,933.0,en,b'nj',1
32513452,430482605113217025,232.0,en,b'Los Angeles CA',1
28219011,430482852124164096,240.0,en,b'United states',1
231468914,430482828908691456,235.0,en,b'Birmingham AL',1
771196220,430484114077020160,242.0,en,b'Tasikmalaya  jawa barat',1
47774975,455543690682171392,474.0,en,b'Brooklyn NY | Atlanta GA ',30
98452250,430484865952534528,6629.0,en,b'Holt  Michigan',1
148611577,430485436071292928,231.0,en,b'mexico',1
95715924,430484872465891328,383.0,en,b'Right in front of you',1
2321543197,430483124577787904,81.0,en,b'live from the kitchen',1
307931600,449929254713573377,13622.0,en,b'East Alton IL',6
858946536,433685032524595200,234.0,en,b'up in the skies',3
21370285,430489751032823808,107.0,en,b'Texas USA',1
2153433275,430486281433665536,77.0,en,b'Cape Cod MA',1
65478629,433940062791684096,491.0,en,b'manahawkin NJ',3
422979627,430489535894802432,85.0,en,b'bayankuwait',1
888673850,452230955520892928,13928.0,en,b'Mountain Home Arkansas',6
258030481,430489858964860929,59.0,en,b'Canada',1
630596133,455743087562596352,368.0,en,b'Victorville CA. USA',47
87562872,451952921924870144,4735.0,en,b'',11
53940188,430487682830323712,311.0,en,b'Monmouth County NJ',1
2227902532,430488489420128256,104.0,en,b'',1
45017839,433914304346468352,104.0,en,b'Baltimore MD',3
427250055,447079423791996928,2837.0,en,b'Chicago IL',4
291574217,430485664636104704,493.0,en,b'Brooklyn NY',1
239904368,430487861188915200,161.0,en,b'East Legon',1
211781261,430487696666947585,474.0,en,b'',1
277170859,434014304468099072,1628.0,en,b'Thousand Oaks CA',2
15752446,430486573113544704,87055.0,en,b'Madison Wisconsin',1
276856895,430489142120566784,5869.0,en,b'Kobe Japan',1
1441194240,430488834577416194,103.0,en,b'Nairobi',1
347087372,445614731983060992,2489.0,en,b'USA',3
23785303,430489980167675904,105.0,en,b'United States of America',1
1109147058,430487403556773888,494.0,en,b'',1
886780412,430487780595343361,287.0,en,b'',1
80213605,453609924778405888,2563.0,en,b'Culver City',2
323178607,430489707391102976,1830.0,en,b'Nairobi Kenya',1
1849658090,430485622986248192,994.0,en,b'DTLA',1
840491246,436224382248042496,144.0,en,b'',2
222042356,430488973937364995,3308.0,en,b'VA',1
435104817,451874406856658944,1148.0,en,b'',3
78501932,430485835784278016,136.0,en,b'New Jersey',1
