"user_id_str","id_str","followers_count","lang","location","PLSC508","lat","lng","country","state"
317356940,430787348381446144,23593,"en","Ontario Canada",3,NA,NA,NA,NA
1314100418,451764756106735616,1333,"en","Raleigh NC",7,NA,NA,NA,NA
1156172112,430440508670763008,598,"en","Austin",2,NA,NA,NA,NA
14275426,430432814316527616,23846,"en","Hastings Nebraska",1,NA,NA,NA,NA
16819937,455454532734955520,17531,"en","Salem OR",13,NA,NA,NA,NA
42915601,430435087164125184,6976,"en","Washington DC",1,NA,NA,NA,NA
2318240730,430437271146610688,107,"en","Troy NY",1,NA,NA,NA,NA
92299772,448164228277764096,2951,"en","Omaha NE USA",3,NA,NA,NA,NA
15174190,453555266785538048,10948,"en","Chico CA",33,NA,NA,NA,NA
333679185,430434820003332096,126,"en","All tweets twixt you and me",1,NA,NA,NA,NA
1137986071,430435471647199232,4795,"en","San Francisco CA",1,NA,NA,NA,NA
928163065,430437363928825856,812,"en","",1,NA,NA,NA,NA
1062584773,430436811765477376,239,"en","Washington DC",1,NA,NA,NA,NA
241591923,451455338072793088,2336,"en"," #fem2 #feminist #p2",4,NA,NA,NA,NA
2272400485,453425443937325056,4114,"en","USA",22,NA,NA,NA,NA
346569284,456082907409711104,68245,"en","New York NY",5,NA,NA,NA,NA
1861737008,430440891757912064,352,"en","",1,NA,NA,NA,NA
28103693,456116495933001728,3050,"en","Seattle",108,NA,NA,NA,NA
17372783,453390324925083648,16471,"en","Illinois",109,NA,NA,NA,NA
1132831700,433702783473053696,51,"en","",2,NA,NA,NA,NA
182646613,430444080422592512,1387,"en","",1,NA,NA,NA,NA
1935732793,443588963199385600,740,"en","",4,NA,NA,NA,NA
35336511,455702054418542592,4059,"en","Florida USA",142,NA,NA,NA,NA
126430767,453183730836701184,12147,"en","info@foodchainworkers.org ",45,NA,NA,NA,NA
524595905,452112782209863680,1719,"en","New York City",40,NA,NA,NA,NA
543655428,432912885614800896,509,"en","Montr\xc3\xa9al",2,NA,NA,NA,NA
255186852,440602224260300800,1644,"en","Far away from Tory Dystopia.",4,NA,NA,NA,NA
104523971,430445614082842624,2056,"en","Washington DC",1,NA,NA,NA,NA
16535694,438706077144604672,25479,"en","California",7,NA,NA,NA,NA
177362867,452840914491154432,6737,"en","Western Washington",24,NA,NA,NA,NA
105334381,450670439077920768,32387,"en","California",4,NA,NA,NA,NA
1244124979,430441484207546368,1028,"en","Frederick Maryland",1,NA,NA,NA,NA
2207743761,431556665545330688,175,"en","Pasadena CA",2,NA,NA,NA,NA
16698911,438479052240715776,1865,"en","",2,NA,NA,NA,NA
216609343,430440088216932352,2047,"en","Calgary Treaty 7",1,NA,NA,NA,NA
25037512,451732745132056576,1585,"en","In a deep funk till 1/20/21",7,NA,NA,NA,NA
15205951,444122846449524736,337,"en","Knox Indiana USA",9,NA,NA,NA,NA
52520517,440504450612854784,3862,"en","Washington DC",5,NA,NA,NA,NA
374042586,451764767049678848,3075,"en","New York NY",10,NA,NA,NA,NA
68979966,450805649689952256,1009,"en","Lincoln Nebraska",15,NA,NA,NA,NA
138777111,430444213784690688,1190,"en","St Louis MO",1,NA,NA,NA,NA
136096995,430441582123556864,482,"en","",1,NA,NA,NA,NA
1339922203,452177354786217984,8341,"en","MOTNARLAMS",15,NA,NA,NA,NA
70918926,455934952446504960,1375,"en","everywhere",39,NA,NA,NA,NA
431021285,448837316849967104,878,"en","Washington DC",4,NA,NA,NA,NA
18586848,453331602316083200,2474,"en","#BidenKamala2020",7,NA,NA,NA,NA
413729674,430443452975689728,778,"en","Napier City New Zealand",2,NA,NA,NA,NA
399126524,451438117073850368,326,"en","Whittier California",4,NA,NA,NA,NA
1426814712,454753591954522112,1922,"en","Bell",27,NA,NA,NA,NA
40086203,430444453346963456,1948,"en","\xc3\x9cT: 29.809517-95.161942",1,NA,NA,NA,NA
633035500,430440351502188544,564,"en","",1,NA,NA,NA,NA
247443079,430444718732742656,2096,"en","Nashville TN",1,NA,NA,NA,NA
2155941722,430440578619146240,461,"en","",1,NA,NA,NA,NA
1934787661,448128567558164480,44283,"en","The Republic of New California",9,NA,NA,NA,NA
16847525,452165240499625984,13686,"en","Indianapolis USA",9,NA,NA,NA,NA
20244903,444183873283706880,349,"en","Pennsylvania",5,NA,NA,NA,NA
151633342,454626778984624128,4069,"en","East Helena MT",27,NA,NA,NA,NA
467669838,450661213832503296,650,"en","Philadelphia PA",5,NA,NA,NA,NA
567458901,454376697412866048,1815,"en","St. Louis",12,NA,NA,NA,NA
20207106,439248109688725504,290,"en","Schaumburg IL",12,NA,NA,NA,NA
16000856,456081504662482944,87559,"en","Washington DC",103,NA,NA,NA,NA
819879486,430445595858186240,396,"en","Multiple Ontario Cities",1,NA,NA,NA,NA
19808920,453707025159946240,2885,"en","Follow the good not the famous",9,NA,NA,NA,NA
114823974,438367761279246336,149,"en","Rhode Island",2,NA,NA,NA,NA
543507103,430454791060594688,948,"en","Montgomery County MD",2,NA,NA,NA,NA
16876801,430454587225407488,362,"en","Penticton British Columbia",1,NA,NA,NA,NA
40601473,455274861922103296,13097,"en","Haunting the GOPs nightmares.",26,NA,NA,NA,NA
37308433,453636582084321280,1400,"en","USA",47,NA,NA,NA,NA
33958290,444908769902735360,2415,"en","Miami Lakeland",3,NA,NA,NA,NA
1954810116,430460437298020352,7939,"en","United States of America",1,NA,NA,NA,NA
1716217832,453533325530263552,446,"en","",15,NA,NA,NA,NA
1416652364,453265509035675648,10742,"en","Canada",2,NA,NA,NA,NA
87347073,455798221873217536,13525,"en","St. Paul MN",222,NA,NA,NA,NA
525001922,449295586211430400,2215,"en","Union Construction Site",22,NA,NA,NA,NA
514991885,454063354525409280,3323,"en","Connecticut - U.S.A.",12,NA,NA,NA,NA
16849637,435121931667251200,1010,"en","Maitland NSW Australia.",12,NA,NA,NA,NA
410892964,430450147068481536,346,"en","",1,NA,NA,NA,NA
173220058,453977690849026048,506,"en","Minneapolis MN",17,NA,NA,NA,NA
1607319140,455819873223208960,297,"en","",138,NA,NA,NA,NA
136422425,440677547681259520,4150,"en","A Beach On Lake Huron",4,NA,NA,NA,NA
24601686,430457622811385856,876,"en","Boston aka Titletown ",1,NA,NA,NA,NA
1402707229,449277969744134144,1161,"en","Wisconsin and Illinois USA",16,NA,NA,NA,NA
16892534,456156786173542400,33024,"en","Somewhere in Yall-land",7,NA,NA,NA,NA
1327987770,452628603604180992,1647,"en","",24,NA,NA,NA,NA
26054555,430448211636260864,6613,"en","United States",1,NA,NA,NA,NA
1455389965,435903300643614720,700,"en","",3,NA,NA,NA,NA
117491076,430456677435854848,2041,"en","Palmetto State USA / Washington DC",1,NA,NA,NA,NA
113245242,430455459225419776,1511,"en","Ashland WI",1,NA,NA,NA,NA
76296840,430452741316804608,171,"en","Essex",1,NA,NA,NA,NA
36383745,446322475534929920,1129,"en","New York City",6,NA,NA,NA,NA
36763383,451052812550799360,367,"en","Boston MA",4,NA,NA,NA,NA
21551281,453213669208621056,4297,"en","Austin TX",4,NA,NA,NA,NA
1284945566,430457612732485632,324,"en","North Carolina USA",1,NA,NA,NA,NA
456213616,452139732383039488,210,"en","Staten Island",17,NA,NA,NA,NA
1400690365,454012050164183040,727,"en","Lynden WA",5,NA,NA,NA,NA
414962189,444122123460964352,111336,"en","Correspondents everywhere",6,NA,NA,NA,NA
176474136,430448313096089600,2773,"en","Milwaukee WI",1,NA,NA,NA,NA
24888201,430458421683318784,2059,"en","Seattle",1,NA,NA,NA,NA
92546328,438190997559062528,2285,"en","Where the fun and profits are",2,NA,NA,NA,NA
74240541,454007829314035712,727,"en","Denver Colorado area",17,NA,NA,NA,NA
1205816432,430450160288944128,167,"en","South Carolina USA",2,NA,NA,NA,NA
32256522,433692390923051008,17455,"en","Green Bay Wisconsin",2,NA,NA,NA,NA
818095,441382182637281280,6148,"en","Washington D.C.",14,NA,NA,NA,NA
70188601,436933838330400768,22013,"en","Massachusetts",4,NA,NA,NA,NA
57134729,453556862223269888,1843,"en","Washington DC",14,NA,NA,NA,NA
703023583,430454995239313408,157,"en","Somewhere on earth...",1,NA,NA,NA,NA
384507614,448280948946108416,2753,"en","",3,NA,NA,NA,NA
15839277,434973404824109056,2992,"en","Here ... Now.",4,NA,NA,NA,NA
711087715,455844664461901824,1249,"en","Wisconsin USA",14,NA,NA,NA,NA
93912662,448129484500504576,2843,"en","The Hills of Woodstock...",3,NA,NA,NA,NA
23255171,444984284508848128,2643,"en","",4,NA,NA,NA,NA
709708710,452181921695428608,3775,"en","San Diego",22,NA,NA,NA,NA
48123578,456135043984134144,13823,"en","United States",79,NA,NA,NA,NA
857090977,450670439014989824,16531,"en","Global",6,NA,NA,NA,NA
437150341,449746840364515328,4147,"en","Stamford Connecticut",60,NA,NA,NA,NA
62818871,454616442110246912,1271,"en","Maryland",13,NA,NA,NA,NA
1945253761,430451551702745088,1036,"en","103-61 Tyndall Ave-Winnipeg",1,NA,NA,NA,NA
1286405186,455738551096061952,174,"en","New Mexico",45,NA,NA,NA,NA
268001405,430470110361300992,168,"en","Maui ",4,NA,NA,NA,NA
1201551199,453549381556649984,4551,"en","New York",8,NA,NA,NA,NA
134019092,447256046055067648,6970,"en","San Francisco",14,NA,NA,NA,NA
1961974159,449926934961856512,141,"en","Albuquerque NM",3,NA,NA,NA,NA
2314583196,437289970416373760,87,"en","",21,NA,NA,NA,NA
61551243,430468587195990016,3136,"en","Boston",1,NA,NA,NA,NA
41608251,442091840289144832,4543,"en","Maryland",8,NA,NA,NA,NA
58539410,453980535069495296,819,"en","Southeast MN",6,NA,NA,NA,NA
2178748327,456158243270561792,3991,"en","",522,NA,NA,NA,NA
403815194,437290105951121408,712,"en","Bi Coastal",2,NA,NA,NA,NA
28033703,452556249213972480,1027,"en","Rockville MD",5,NA,NA,NA,NA
43226028,438804416041611264,345,"en","New York City",3,NA,NA,NA,NA
154963990,430480950942650368,174,"en","",2,NA,NA,NA,NA
377609596,430470494920273920,437492,"en","East Bay California",1,NA,NA,NA,NA
7521532,430464536202993664,1062,"en","Boston MA (Dorchester)",1,NA,NA,NA,NA
268563436,449045833732730880,1005,"en","Beverly Hills CA",5,NA,NA,NA,NA
121237537,433361081994452992,2096,"en","Madison WI",2,NA,NA,NA,NA
2242938439,456146326086877184,286,"en","Minnesota",217,NA,NA,NA,NA
1894985816,430462169587916800,104,"en","Americus Georgia",2,NA,NA,NA,NA
2230206113,430467708774526976,457,"en","daddys house ",1,NA,NA,NA,NA
562375188,435495586469384192,1777,"en","Cast Iron Skillet (Chicago)",3,NA,NA,NA,NA
1526578452,448933718036455424,8235,"en","District 20",7,NA,NA,NA,NA
94480931,433247309850112000,997,"en","Madison WI",2,NA,NA,NA,NA
519853673,430472878338080768,33,"en","Middle Earth",1,NA,NA,NA,NA
605939552,436185727744086016,4458,"en","Washington DC",3,NA,NA,NA,NA
334922110,430463482140835840,403,"en","Chester",1,NA,NA,NA,NA
19873152,449001382570647552,3753,"en","",20,NA,NA,NA,NA
105412863,454699992658112512,1102,"en","Manhattan Beach CA",46,NA,NA,NA,NA
15984649,446616964408946688,1214,"en","Queens NY",2,NA,NA,NA,NA
1855019822,440557913375924224,614,"en","Western Wisconsin",8,NA,NA,NA,NA
1154588840,456117439139692544,1492,"en","Dubuque IA",13,NA,NA,NA,NA
255128753,448194272102064128,2782,"en","Wisconsin",4,NA,NA,NA,NA
184347093,430466820475478016,209,"en","Ohio",1,NA,NA,NA,NA
15667802,455406482394075136,321023,"en","",35,NA,NA,NA,NA
1725634926,445245334000648192,292,"en","Nerdfighteria",4,NA,NA,NA,NA
1418835816,455430034254462976,1505,"en","Istanbul-Turkey",27,NA,NA,NA,NA
414202225,430474472895041536,441,"en","Wales United Kingdom",1,NA,NA,NA,NA
19569500,448572910295212032,307,"en","Chico CA",6,NA,NA,NA,NA
291715984,449208860033974272,919,"en","Margaritaville",9,NA,NA,NA,NA
24449870,430473636542427136,11421,"en","New York City",1,NA,NA,NA,NA
100625857,454645470736838656,2135,"en","New Orleans LA",3,NA,NA,NA,NA
427062600,449368917199568896,3348,"en","Do or Die NY ",9,NA,NA,NA,NA
20113712,430474633813696512,139,"en","",1,NA,NA,NA,NA
160411838,430466524327837696,425,"en","Frankfurt/Los Angeles/Berlin",1,NA,NA,NA,NA
1301200166,430460648053407744,1531,"en","Alexandria Virginia",1,NA,NA,NA,NA
130214290,453327178856660992,9324,"en","Baltimore MD",22,NA,NA,NA,NA
261274640,430473991187628032,3106,"en","United States",1,NA,NA,NA,NA
2164251613,430479395242123264,847,"en","Wonogiri Central Java",1,NA,NA,NA,NA
813286,455390886487015424,133512965,"en","Washington DC",39,NA,NA,NA,NA
363995198,430477634150350848,213,"en","PA",1,NA,NA,NA,NA
21656591,451504403539705856,740,"en","Chicago IL",2,NA,NA,NA,NA
472407653,453536194479935488,1686,"en","South Carolina USA",15,NA,NA,NA,NA
65163890,430478201207283712,5594,"en","United States",1,NA,NA,NA,NA
323430890,452449837259042816,854,"en","Everywhere",3,NA,NA,NA,NA
841625407,430479188110614528,395,"en","Tel Aviv \xf0\x9f\x87\xae\xf0\x9f\x87\xb1",1,NA,NA,NA,NA
37522605,451444504718225408,1146,"en","Pembroke Pines FL",3,NA,NA,NA,NA
2272813632,441328997369389056,26,"en","",6,NA,NA,NA,NA
27243124,436470445924433920,1643,"en","Bostonian (living in suburbia)",3,NA,NA,NA,NA
801061579,430479221719580672,423,"en","Manchester",1,NA,NA,NA,NA
1847079356,436197849856872448,2497,"en","World Wide ",4,NA,NA,NA,NA
165600417,455310798835830784,4029,"en","",17,NA,NA,NA,NA
26755519,430479638352384000,52,"en","Philadelphia PA",1,NA,NA,NA,NA
308167371,440642186875400192,153,"en","California",2,NA,NA,NA,NA
1085162748,430479388803866624,32,"en","",1,NA,NA,NA,NA
41643441,430479563819188224,1267,"en","Austin TX",1,NA,NA,NA,NA
598691262,430479263456702464,286,"en","Selma AL ",1,NA,NA,NA,NA
16752451,430479056166191104,580,"en","Under the bed ",1,NA,NA,NA,NA
379370688,430479446470955008,1367,"en","",1,NA,NA,NA,NA
1967028319,450788192476991488,4843,"en","Baltimore MD",5,NA,NA,NA,NA
464151272,434835237034418176,100,"en","Universe",4,NA,NA,NA,NA
1891837543,430479361636974592,54,"en","",1,NA,NA,NA,NA
2309458765,430479544810610688,334,"en","",1,NA,NA,NA,NA
2171181412,454714439082573824,10606,"en","Argentina",4,NA,NA,NA,NA
465723863,430479499843878912,207,"en","Abuja",1,NA,NA,NA,NA
37415359,430479297993003008,824,"en","",1,NA,NA,NA,NA
2287108294,430479492617084928,132,"en","",1,NA,NA,NA,NA
98198307,451753750151983104,685,"en","a DISTANT lover...",2,NA,NA,NA,NA
2285058866,430479544374423552,1204,"en","\xe3\x82\xaf\xe3\x83\xac\xe3\x82\xbf\xe5\xb3\xb6 \xe3\x82\xaf\xe3\x83\x8e\xe3\x83\x83\xe3\x82\xbd\xe3\x82\xb9",1,NA,NA,NA,NA
556267252,433683300977098752,807,"en","Houston TX",2,NA,NA,NA,NA
1946817589,439796285747372032,910,"en","",3,NA,NA,NA,NA
1452647532,436312531028541440,297,"en","Bakersfield Ca",3,NA,NA,NA,NA
103216375,430477649568227328,341,"en","VT",1,NA,NA,NA,NA
285624977,454010484312637440,9855,"en","Southern Wisconsin USA",12,NA,NA,NA,NA
589390882,430479590147231744,1411,"en","Ellesmere Port",1,NA,NA,NA,NA
1700661434,436242237437906944,218,"en","FL",2,NA,NA,NA,NA
889986612,454992807871397888,5783,"en","",15,NA,NA,NA,NA
23944109,430477313994522624,2543,"en","Madison WI",1,NA,NA,NA,NA
539558616,430479645012529152,303,"en","Los Angeles CA",1,NA,NA,NA,NA
78523434,456149006054203392,10372,"en","Wisconsin",42,NA,NA,NA,NA
80999143,430476840646754304,681,"en","Colonia NJ",1,NA,NA,NA,NA
101190290,441848484669685760,208,"en","Z\xc3\xbcrich Switzerland",5,NA,NA,NA,NA
14710051,430478616577597440,750,"en","Campbell CA",1,NA,NA,NA,NA
1112486646,452134763034587136,4515,"en","Texas USA",31,NA,NA,NA,NA
359747134,430479176970145792,28,"en","Warshington",1,NA,NA,NA,NA
1533451302,430479342569668608,144,"en","",1,NA,NA,NA,NA
50151086,454382781649256448,4598,"en","",16,NA,NA,NA,NA
1474151928,430476792181182464,2142,"en","\xe4\xbd\xbf\xe7\x94\xa8\xe3\x83\x87\xe3\x83\x90\xe3\x82\xa4\xe3\x82\xb9/PC/\xe9\x9f\xb3\xe9\x9f\xbf\xe6\xa9\x9f\xe5\x99\xa8\xe3\x80\x80\xe4\xbb\xa5\xe4\xb8\x8burl",1,NA,NA,NA,NA
314848033,448511777647505408,346,"en","Location: Pale Blue Dot",2,NA,NA,NA,NA
1870534934,454398147360337920,353,"en","Melbourne Victoria",4,NA,NA,NA,NA
393559550,445533454680068096,173,"en","United States of America",5,NA,NA,NA,NA
399665589,453216244846456832,31451,"en","",9,NA,NA,NA,NA
473472787,455419764845084672,15765,"en","Orlando FL",35,NA,NA,NA,NA
15238195,430480730133495808,370,"en","Oakland CA",1,NA,NA,NA,NA
616226013,430480048521347072,37,"en","Jakarta Bandung Papua",1,NA,NA,NA,NA
88312271,445268569430192128,1989,"en","Florida",12,NA,NA,NA,NA
388692731,430480520154476544,364,"en","305",1,NA,NA,NA,NA
952866542,430480813453361152,55,"en","",1,NA,NA,NA,NA
1402573495,430479819084558336,26,"en","Indonesia",1,NA,NA,NA,NA
140762917,430480360237854720,124,"en","ManadoIndonesia",1,NA,NA,NA,NA
248421948,430480079517671424,137,"en","New York NY",1,NA,NA,NA,NA
792339426,453243252440043520,51,"en","LekkiLagos ",5,NA,NA,NA,NA
1341968209,430480132416212992,483,"en","Guayaquil Ecuador",1,NA,NA,NA,NA
33621293,430480354764275712,712,"en","Miami FL",1,NA,NA,NA,NA
132503673,430480189563629568,744,"en","Columbia SC",1,NA,NA,NA,NA
17188405,430480178775883776,91,"en","",1,NA,NA,NA,NA
2319397547,430479672489410560,136,"en","",1,NA,NA,NA,NA
15683731,430479782510227456,1825,"en","Columbus OH",1,NA,NA,NA,NA
39059123,430479982029443072,6408,"en","Louisville Ky",1,NA,NA,NA,NA
217991748,453952797554135040,1480,"en","",3,NA,NA,NA,NA
52218480,430480534851317760,120,"en","",1,NA,NA,NA,NA
874869986,455428889612128256,538,"en","",4,NA,NA,NA,NA
1033710792,430479721852567552,266,"en","CAIRO EGYPT AFRICA EARTH",1,NA,NA,NA,NA
919506566,430479662377345024,59,"en","Klausheide Keller",1,NA,NA,NA,NA
171423212,430480218940129280,601,"en","Melbourne Australia",1,NA,NA,NA,NA
522019534,430479916736335872,45,"en","",1,NA,NA,NA,NA
520621902,430480769388412928,1009,"en","San Diego CA like. ",1,NA,NA,NA,NA
58510754,430479958474260480,566,"en","Texas USA",1,NA,NA,NA,NA
361694182,430480679822819328,138,"en","Inglewood",1,NA,NA,NA,NA
326839869,453628634927230976,226,"en","Louisiana",3,NA,NA,NA,NA
475344393,451444618811293696,263,"en","Twin Cities.",2,NA,NA,NA,NA
2324202697,430480508829458432,679,"en","DallasTX",1,NA,NA,NA,NA
48091134,456082931585646592,4816,"en","Philadelphia PA",19,NA,NA,NA,NA
2277792852,433685094130143232,2553,"en"," Canada ",2,NA,NA,NA,NA
242492168,430479659273560064,7472,"en","Montr\xc3\xa9al",1,NA,NA,NA,NA
556069953,430480504249663488,260,"en","Columbus OH",1,NA,NA,NA,NA
1152616110,430479934834749440,93,"en","Los Angeles California",1,NA,NA,NA,NA
1668241957,430480254445289472,34,"en","",1,NA,NA,NA,NA
876914988,430480791206780928,37,"en","",1,NA,NA,NA,NA
407190548,430480686005223424,915,"en","Texas",1,NA,NA,NA,NA
110867430,436166179824992256,39,"en","Minnesota",2,NA,NA,NA,NA
2290699947,454714202960449536,718,"en","813",3,NA,NA,NA,NA
1977516883,430480731937468416,59,"en","New Franklin OH",1,NA,NA,NA,NA
104236061,442348850934992896,218,"en","Stone Mountain Ga ",14,NA,NA,NA,NA
2238099439,452812618798206976,838,"en","",2,NA,NA,NA,NA
1511007974,430479783181312000,108,"en","",1,NA,NA,NA,NA
2292586033,430480577397944320,957,"en","Goa India",1,NA,NA,NA,NA
765994482,430480390051332096,628,"en","Brooklyn NY",1,NA,NA,NA,NA
518592145,451772634204626944,59,"en","Back in the 313 ",16,NA,NA,NA,NA
246381745,430480026015117312,953,"en","216 to wherever....",1,NA,NA,NA,NA
2233189323,430481048351567872,137,"en","USA",1,NA,NA,NA,NA
30007941,454668824596340736,3627,"en","Atlanta Georgia",5,NA,NA,NA,NA
423542165,430480970048090112,62,"en","",1,NA,NA,NA,NA
578628293,437314782052356096,1112,"en","Venezuela",19,NA,NA,NA,NA
81383955,456156981833650176,444,"en","Formerly Jersey",3,NA,NA,NA,NA
1537998109,450738580303118336,829,"en","Minnesota USA",6,NA,NA,NA,NA
428014341,430481736313487360,59,"en","Ca",1,NA,NA,NA,NA
2263737588,430480928469557248,517,"en","",1,NA,NA,NA,NA
26931632,446761884201783296,2123,"en","www.blogtalkradio.com/diva29",8,NA,NA,NA,NA
298685340,455300758171168768,489,"en","Wisconsin",48,NA,NA,NA,NA
73355957,430481343684689920,415,"en","",1,NA,NA,NA,NA
394516861,430481247521873920,348,"en","Seattle",1,NA,NA,NA,NA
2242749500,451483185575370752,626,"en","New York Chicago San Francisco Washington DC",20,NA,NA,NA,NA
